customer_id,plan,signup_date,region,tenure_months,monthly_revenue,status,churn
CUS-1562,Basic,2024-09-24,APAC,15,47.06,Active,No
CUS-3944,Basic,2025-06-25,EMEA,6,22.69,Churned,Yes
CUS-1230,Basic,2024-08-13,APAC,16,36.13,Active,No
CUS-3510,Pro,2024-12-17,APAC,12,123.86,Active,No
CUS-2722,Basic,2024-10-07,APAC,15,21.22,Active,No
CUS-3180,Enterprise,2024-09-10,EMEA,15,799.68,Active,No
CUS-2451,Pro,2025-07-01,APAC,6,-96.81,Active,No
CUS-2235,Basic,2023-03-06,Americas,34,38.86,Active,No
CUS-2072,Pro,2025-01-06,Americas,11,114.04,Active,No
CUS-3850,Basic,2025-05-24,Americas,7,36.87,Active,No
CUS-2038,Basic,2025-07-07,,5,50.0,Active,No
CUS-1890,Pro,2023-11-07,EMEA,26,82.7,Active,No
CUS-2054,Basic,2024-06-10,EMEA,18,39.77,Active,No
CUS-1708,Pro,2025-02-13,APAC,10,150.0,Active,No
CUS-1425,Pro,2023-07-11,Americas,30,150.0,Active,No
CUS-1070,Basic,2024-06-30,,18,50.0,Active,No
CUS-3250,Basic,2025-07-10,APAC,5,30.54,Churned,Yes
CUS-3536,Pro,2025-04-19,Americas,8,124.23,Active,No
CUS-3840,Basic,2023-09-03,EMEA,28,30.77,Active,No
CUS-3407,Pro,2024-03-17,,21,150.0,Active,No
CUS-3964,Pro,2024-01-29,EMEA,23,80.42,Active,No
CUS-3582,Pro,2024-04-12,APAC,20,98.86,Active,No
CUS-3093,Pro,2024-02-05,Americas,23,82.59,Active,No
CUS-1941,Basic,2023-03-25,Americas,33,29.63,Active,No
CUS-1621,Pro,2025-01-27,APAC,11,150.0,Active,No
CUS-3520,Basic,2024-11-02,EMEA,14,29.64,Active,No
CUS-2197,Basic,2023-05-13,APAC,32,26.47,Active,No
CUS-3068,Enterprise,2024-03-04,Americas,22,951.29,Active,No
CUS-2033,Basic,2025-01-20,,11,22.18,Churned,Yes
CUS-2506,Basic,2024-04-24,EMEA,20,30.04,Active,No
CUS-2577,Pro,2025-07-23,Americas,5,109.55,Active,No
CUS-3131,Basic,2024-01-04,Americas,24,39.13,Active,No
CUS-3045,Enterprise,2023-11-25,EMEA,25,2000.0,Active,No
CUS-2396,Basic,2024-06-04,APAC,19,31.19,Churned,Yes
CUS-1280,Enterprise,2023-05-14,EMEA,32,428.98,Active,No
CUS-2466,Pro,2023-07-27,APAC,29,97.33,Active,No
CUS-2504,Basic,2024-07-09,APAC,18,45.92,Active,No
CUS-3283,Basic,2025-12-11,EMEA,0,34.69,Churned,Yes
CUS-3839,Basic,2024-07-07,APAC,18,40.7,Active,No
CUS-3724,Basic,2025-09-24,EMEA,3,37.02,Active,No
CUS-1554,Enterprise,2024-09-07,EMEA,16,798.73,Active,No
CUS-1835,Pro,2024-01-10,APAC,24,103.17,Active,No
CUS-1963,Basic,2025-03-04,EMEA,10,28.55,Active,No
CUS-1597,Pro,2025-08-24,APAC,4,105.76,Churned,Yes
CUS-3452,Pro,2024-11-04,Americas,14,150.0,Active,No
CUS-1803,Enterprise,2024-02-09,APAC,23,886.71,Active,No
CUS-3137,Basic,2023-03-11,EMEA,34,32.42,Active,No
CUS-3986,Basic,2024-03-24,EMEA,21,28.53,Churned,Yes
CUS-3720,Pro,2023-04-20,EMEA,32,121.47,Active,No
CUS-1441,Enterprise,2023-12-13,APAC,24,746.29,Active,No
CUS-1509,Basic,2025-02-09,Americas,10,30.55,Active,No
CUS-1077,Basic,2024-02-21,Americas,22,44.25,Churned,Yes
CUS-3482,Basic,2023-01-18,APAC,35,50.0,Active,No
CUS-1650,Basic,2025-08-19,APAC,4,47.56,Active,No
CUS-1523,Basic,2023-05-14,Americas,32,33.04,Active,No
CUS-2488,Basic,2023-05-01,Americas,32,21.02,Active,No
CUS-3209,Basic,2023-03-25,Americas,33,34.1,Active,No
CUS-2495,Basic,2023-12-03,EMEA,25,36.38,Active,No
CUS-1655,Enterprise,2024-02-21,EMEA,22,858.73,Active,No
CUS-3817,Basic,2024-01-29,APAC,23,50.0,Active,No
CUS-2539,Pro,2023-06-09,APAC,31,132.87,Active,No
CUS-2424,Basic,2023-10-27,APAC,26,37.08,Active,No
CUS-2652,Basic,2025-06-17,APAC,6,32.72,Active,No
CUS-1631,Enterprise,2023-05-01,EMEA,32,300.0,Active,No
CUS-3542,Basic,2024-10-27,EMEA,14,22.7,Churned,Yes
CUS-2508,Basic,2023-09-28,EMEA,27,29.12,Active,No
CUS-3942,Basic,2024-12-06,APAC,13,41.26,Active,No
CUS-1483,Pro,2025-07-01,Americas,6,86.06,Active,No
CUS-2928,Pro,2024-08-13,EMEA,16,150.0,Active,No
CUS-2114,Enterprise,2024-08-27,APAC,16,487.21,Active,No
CUS-3564,Basic,2023-08-03,APAC,29,22.61,Active,No
CUS-2089,Basic,2023-03-21,EMEA,33,38.29,Active,No
CUS-1439,Pro,2023-01-17,APAC,35,139.37,Active,No
CUS-2718,Pro,2024-12-07,Americas,12,113.4,Active,No
CUS-3444,Basic,2025-04-06,EMEA,8,46.62,Active,No
CUS-1857,Pro,2025-06-04,EMEA,7,92.74,Active,No
CUS-2984,Basic,2023-07-08,EMEA,30,29.62,Active,No
CUS-1167,Pro,2023-04-20,Americas,32,140.43,Active,No
CUS-1060,Basic,2023-12-06,Americas,25,49.7,Active,No
CUS-1612,Pro,2024-02-03,APAC,23,129.75,Active,No
CUS-1531,Pro,2023-02-11,EMEA,35,150.0,Active,No
CUS-3788,Basic,2025-06-23,Americas,6,27.75,Churned,Yes
CUS-1050,Basic,2023-11-26,APAC,25,30.19,Active,No
CUS-2884,Pro,2024-02-14,Americas,22,127.53,Active,No
CUS-2012,Pro,2023-08-02,EMEA,29,80.0,Active,No
CUS-1859,Basic,2025-03-29,Americas,9,37.61,Active,No
CUS-2018,Pro,2024-06-18,APAC,18,109.06,Active,No
CUS-1049,Pro,2025-10-04,APAC,2,133.4,Active,No
CUS-1720,Enterprise,2024-07-15,Americas,17,1355.49,Active,No
CUS-3391,Pro,2024-11-10,EMEA,13,113.82,Active,No
CUS-3653,Pro,2024-12-06,APAC,13,91.59,Active,No
CUS-3247,Basic,2024-09-18,EMEA,15,41.18,Active,No
CUS-2160,Pro,2023-09-29,EMEA,27,80.0,Active,No
CUS-1633,Basic,2024-12-03,Americas,13,50.0,Active,No
CUS-2339,Enterprise,2024-09-27,APAC,15,382.0,Active,No
CUS-3128,Basic,2023-10-02,APAC,27,31.0,Active,No
CUS-3603,Basic,2025-09-23,,3,34.52,Active,No
CUS-2437,Basic,2025-07-17,,5,50.0,Churned,Yes
CUS-1026,Basic,2023-06-01,APAC,31,29.68,Active,No
CUS-3966,Basic,2023-11-17,,25,43.12,Active,No
CUS-1220,Basic,2024-02-17,EMEA,22,24.17,Active,No
CUS-3819,Basic,2024-03-17,Americas,21,50.0,Active,No
CUS-1277,Basic,2024-08-27,APAC,16,20.0,Active,No
CUS-3158,Basic,2024-12-04,APAC,13,25.5,Churned,Yes
CUS-2481,Basic,2024-07-09,,18,47.46,Churned,Yes
CUS-2236,Basic,2023-08-27,APAC,28,36.73,Active,No
CUS-2594,Basic,2023-09-24,APAC,27,48.97,Active,No
CUS-2000,Basic,2023-08-19,APAC,28,21.26,Active,No
CUS-3141,Enterprise,2025-01-03,EMEA,12,551.26,Active,No
CUS-1362,Basic,2024-03-02,APAC,22,50.0,Active,No
CUS-2458,Basic,2024-11-23,,13,40.25,Active,No
CUS-2994,Basic,2024-03-23,EMEA,21,42.1,Active,No
CUS-2672,Pro,2024-01-06,EMEA,24,102.06,Active,No
CUS-3335,Basic,2024-03-21,Americas,21,44.34,Active,No
CUS-2651,Basic,2025-07-12,APAC,5,21.17,Active,No
CUS-2836,Basic,2025-07-21,Americas,5,29.97,Active,No
CUS-2115,Enterprise,2025-05-22,APAC,7,418.76,Active,No
CUS-2847,Basic,2023-06-14,APAC,31,36.69,Active,No
CUS-2318,Basic,2025-06-24,Americas,6,32.33,Active,No
CUS-3630,Basic,2024-01-10,APAC,24,29.29,Active,No
CUS-1298,Pro,2024-08-29,Americas,16,104.25,Active,No
CUS-2314,Basic,2025-07-19,Americas,5,34.59,Active,No
CUS-1938,Basic,2025-01-30,Americas,11,30.93,Churned,No
CUS-1241,Pro,2025-09-07,EMEA,3,107.81,Active,No
CUS-2433,Basic,2025-07-20,APAC,5,41.08,Active,No
CUS-1583,Basic,2024-04-28,APAC,20,28.71,Active,No
CUS-3907,Enterprise,2025-01-04,Americas,12,783.92,Active,No
CUS-2955,Enterprise,2023-10-28,,26,495.22,Active,No
CUS-2335,Enterprise,2025-07-30,APAC,5,1238.18,Active,No
CUS-2730,Basic,2024-05-17,APAC,19,38.13,Active,No
CUS-2673,Pro,2023-02-08,APAC,35,90.46,Active,No
CUS-1351,Pro,2023-02-07,EMEA,35,150.0,Active,No
CUS-3746,Pro,2023-03-17,Americas,34,135.83,Active,No
CUS-2221,Basic,2023-08-16,Americas,28,37.86,Active,No
CUS-1350,Basic,2024-04-13,EMEA,20,45.96,Churned,Yes
CUS-2519,Basic,2025-05-28,EMEA,7,25.45,Active,No
CUS-3548,Basic,2025-01-08,EMEA,11,27.86,Active,No
CUS-1644,Basic,2023-08-12,APAC,29,33.06,Active,0
CUS-3836,Pro,2023-04-27,Americas,32,140.96,Active,No
CUS-1945,Basic,2023-08-24,Americas,28,31.04,Active,No
CUS-2463,Basic,2024-02-16,EMEA,22,37.84,Active,No
CUS-1658,Basic,2024-05-13,APAC,19,47.98,Active,No
CUS-3703,Basic,2023-03-20,EMEA,33,42.49,Active,0
CUS-3894,Pro,2025-07-20,EMEA,5,107.55,Active,No
CUS-2237,Basic,2024-04-29,EMEA,20,30.4,Active,No
CUS-3468,Pro,2023-06-12,EMEA,31,113.62,Active,No
CUS-1648,Basic,2024-04-04,APAC,21,42.68,Active,No
CUS-2126,Pro,2023-07-04,APAC,30,140.69,Active,No
CUS-2111,Basic,2024-02-04,APAC,23,34.24,Active,No
CUS-3651,Enterprise,2025-09-17,EMEA,3,1043.02,Active,No
CUS-2941,Basic,2025-08-23,EMEA,4,31.01,Active,No
CUS-1539,Basic,2023-07-06,APAC,30,24.76,Active,No
CUS-2049,Enterprise,2024-03-04,EMEA,22,903.94,Active,No
CUS-3984,Pro,2024-02-28,EMEA,22,103.78,Active,No
CUS-3376,Basic,2025-02-10,APAC,10,27.3,Active,0
CUS-3210,Basic,2023-03-09,EMEA,34,29.05,Active,No
CUS-3339,Pro,2025-07-15,Americas,5,80.0,Active,No
CUS-3163,Basic,2023-06-08,,31,36.79,Churned,Yes
CUS-1802,Basic,2023-09-05,APAC,28,23.29,Active,No
CUS-1787,Pro,2025-11-06,EMEA,1,118.03,Active,No
CUS-3695,Enterprise,2025-04-23,APAC,8,555.93,Active,No
CUS-3041,Basic,2023-11-16,Americas,25,45.12,Active,0
CUS-1789,Pro,2024-03-12,APAC,21,108.4,Churned,Yes
CUS-3184,Basic,2025-02-17,APAC,10,23.59,Active,No
CUS-3469,Pro,2024-09-24,APAC,15,150.0,Active,No
CUS-3014,Basic,2025-04-25,,8,32.83,Active,No
CUS-1715,Pro,2025-08-14,APAC,4,80.0,Active,No
CUS-1804,Pro,2023-08-07,EMEA,29,88.41,Active,No
CUS-3009,Basic,2025-03-01,EMEA,10,38.44,Active,No
CUS-3762,Enterprise,2025-10-12,Americas,2,732.52,Active,No
CUS-1124,Basic,2024-06-13,APAC,18,22.57,Active,No
CUS-2809,Basic,2024-06-03,APAC,19,47.95,Active,No
CUS-3287,Enterprise,2025-05-13,APAC,7,300.0,Active,No
CUS-3148,Enterprise,2024-08-17,EMEA,16,744.38,Active,No
CUS-1619,Basic,2024-02-01,APAC,23,31.65,Churned,Yes
CUS-1407,Basic,2024-09-15,EMEA,15,20.0,Active,No
CUS-2158,Basic,2023-03-31,,33,25.4,Active,No
CUS-2069,Basic,2025-10-16,EMEA,2,42.6,Churned,Yes
CUS-2134,Pro,2024-09-18,EMEA,15,115.54,Active,No
CUS-3906,Pro,2025-09-13,APAC,3,106.73,Churned,Yes
CUS-1498,Pro,2025-05-20,EMEA,7,150.0,Active,No
CUS-2062,Pro,2025-03-09,APAC,9,104.33,Active,No
CUS-1326,Pro,2025-07-11,APAC,5,99.1,Active,No
CUS-1343,Pro,2023-07-13,APAC,30,127.85,Active,No
CUS-3357,Basic,2024-12-31,EMEA,12,34.13,Active,No
CUS-3267,Pro,2024-02-28,APAC,22,133.37,Active,No
CUS-1783,Basic,2025-10-18,APAC,2,35.02,Active,No
CUS-3368,Basic,2025-05-12,Americas,7,50.0,Active,No
CUS-1300,Pro,2023-02-21,APAC,34,137.09,Active,No
CUS-2462,Basic,2024-05-25,,19,20.46,Active,No
CUS-3374,Basic,2024-12-09,APAC,12,41.4,Active,No
CUS-1304,Basic,2025-12-23,EMEA,0,29.84,Churned,Yes
CUS-2238,Basic,2025-08-08,APAC,4,43.95,Churned,Yes
CUS-3572,Pro,2023-01-29,Americas,35,150.0,Active,No
CUS-2657,Basic,2025-09-22,EMEA,3,31.75,Active,No
CUS-1665,Basic,2023-11-09,APAC,26,37.8,Active,No
CUS-2691,Pro,2024-07-25,EMEA,17,112.06,Active,No
CUS-1221,Basic,2023-12-20,APAC,24,50.0,Churned,No
CUS-2627,Basic,2025-08-04,APAC,4,50.0,Churned,Yes
CUS-2189,Basic,2023-03-31,APAC,33,44.81,Active,No
CUS-2456,Basic,2024-02-08,APAC,23,50.0,Active,No
CUS-1450,Pro,2025-07-16,Americas,5,80.0,Active,No
CUS-3003,Enterprise,2025-05-03,EMEA,8,570.89,Active,No
CUS-3617,Basic,2024-06-24,Americas,18,37.79,Active,No
CUS-1085,Basic,2025-05-24,EMEA,7,30.6,Active,No
CUS-1942,Pro,2023-09-13,APAC,28,102.51,Active,No
CUS-1962,Basic,2023-06-23,EMEA,30,27.02,Active,No
CUS-1842,Pro,2025-01-11,EMEA,11,150.0,Active,No
CUS-2327,Basic,2023-03-26,EMEA,33,50.0,Active,No
CUS-3379,Basic,2023-10-18,APAC,26,31.0,Churned,No
CUS-3431,Pro,2024-03-27,APAC,21,107.2,Active,No
CUS-2374,Pro,2023-07-30,Americas,29,96.64,Active,No
CUS-1291,Pro,2024-03-22,EMEA,21,131.52,Active,No
CUS-2868,Basic,2023-11-21,Americas,25,32.41,Active,No
CUS-2555,Basic,2023-11-02,Americas,26,31.4,Churned,Yes
CUS-1605,Enterprise,2025-11-26,EMEA,1,755.63,Active,No
CUS-3033,Basic,2023-02-15,Americas,35,50.0,Active,No
CUS-1917,Basic,2024-09-25,Americas,15,44.04,Active,No
CUS-3633,Enterprise,2024-05-26,EMEA,19,2000.0,Active,No
CUS-3338,Basic,2025-02-15,EMEA,10,33.44,Active,No
CUS-3099,Basic,2025-07-16,EMEA,5,36.86,Churned,Yes
CUS-3438,Pro,2023-09-09,APAC,28,98.57,Active,No
CUS-1822,Pro,2025-01-01,EMEA,12,120.79,Active,No
CUS-3470,Basic,2023-04-19,EMEA,32,50.0,Active,No
CUS-2001,Basic,2025-03-21,APAC,9,32.02,Active,No
CUS-2704,Pro,2024-03-12,APAC,21,98.23,Active,No
CUS-1019,Pro,2024-02-03,APAC,23,150.0,Active,No
CUS-2778,Basic,2023-04-19,APAC,32,20.0,Active,No
CUS-2209,Basic,2024-06-25,APAC,18,25.61,Active,No
CUS-3561,Pro,2025-10-05,Americas,2,97.0,Churned,Yes
CUS-2937,Basic,2024-03-17,APAC,21,43.84,Active,No
CUS-2719,Pro,2024-09-07,Americas,16,93.58,Active,No
CUS-2428,Basic,2023-06-19,Americas,30,20.6,Active,No
CUS-3242,Basic,2024-01-13,APAC,23,21.98,Active,No
CUS-3311,Enterprise,2024-05-05,APAC,20,729.56,Active,No
CUS-2358,Basic,2024-02-02,,23,39.44,Churned,Yes
CUS-3058,Basic,2024-10-19,EMEA,14,27.8,Active,No
CUS-1361,Enterprise,2024-02-01,EMEA,23,421.26,Active,No
CUS-3271,Pro,2025-11-14,APAC,1,118.48,Active,No
CUS-3085,Pro,2025-10-13,Americas,2,82.41,Active,No
CUS-2565,Pro,2023-07-18,APAC,29,107.43,Active,No
CUS-1345,Pro,2024-09-17,APAC,15,87.31,Active,No
CUS-1987,Basic,2023-10-18,Americas,26,32.23,Active,No
CUS-2261,Basic,2025-11-20,EMEA,1,41.12,Churned,Yes
CUS-2714,Enterprise,2025-09-08,,3,795.29,Active,No
CUS-2721,Basic,2024-06-10,Americas,18,43.22,Active,No
CUS-3647,Pro,2024-11-30,APAC,13,80.0,Active,No
CUS-3887,Basic,2023-12-23,EMEA,24,32.29,Active,No
CUS-2576,Basic,2023-09-22,APAC,27,42.52,Active,No
CUS-1086,Basic,2024-02-22,APAC,22,50.0,Active,No
CUS-3064,Basic,2023-06-07,EMEA,31,31.62,Active,No
CUS-1669,Basic,2024-04-26,APAC,20,41.77,Active,No
CUS-2015,Basic,2024-11-08,APAC,13,44.99,Active,No
CUS-1129,Basic,2025-03-26,APAC,9,28.98,Active,No
CUS-2874,Enterprise,2024-11-28,Americas,13,620.94,Active,No
CUS-2147,Pro,2023-02-08,EMEA,35,104.25,Active,No
CUS-1892,Enterprise,2025-02-05,EMEA,10,323.1,Active,No
CUS-3472,Enterprise,2023-03-25,APAC,33,693.27,Active,No
CUS-1308,Pro,2023-01-09,APAC,36,80.0,Active,No
CUS-1384,Basic,2024-10-05,EMEA,15,37.52,Active,No
CUS-2834,Basic,2025-04-11,EMEA,8,37.12,Active,No
CUS-2128,Pro,2024-07-30,Americas,17,82.77,Active,No
CUS-1427,Basic,2023-04-19,APAC,32,42.81,Active,No
CUS-1495,Pro,2023-06-19,APAC,30,80.0,Churned,Yes
CUS-2566,Basic,2025-02-18,EMEA,10,23.49,Active,No
CUS-3792,Basic,2025-03-28,Americas,9,33.92,Active,No
CUS-3612,Pro,2025-03-15,APAC,9,110.78,Active,No
CUS-2252,Basic,2023-07-29,EMEA,29,29.62,Churned,No
CUS-2296,Basic,2024-05-01,EMEA,20,32.06,Active,No
CUS-1276,Basic,2025-07-06,EMEA,5,50.0,Active,No
CUS-1490,Pro,2024-08-06,Americas,17,88.05,Active,No
CUS-2958,Basic,2023-11-24,APAC,25,28.07,Active,No
CUS-1691,Basic,2023-02-25,EMEA,34,34.4,Active,No
CUS-3052,Basic,2024-05-17,APAC,19,31.35,Active,No
CUS-3239,Basic,2024-06-09,EMEA,19,36.62,Active,No
CUS-2243,Basic,2024-07-11,APAC,17,34.8,Active,No
CUS-3674,Basic,2024-10-20,,14,24.34,Active,No
CUS-3080,Basic,2025-03-29,APAC,9,37.51,Active,No
CUS-2059,Basic,2024-04-07,APAC,21,33.75,Active,No
CUS-1119,Basic,2023-12-04,EMEA,25,41.79,Active,No
CUS-2996,Pro,2023-10-13,APAC,27,134.22,Active,No
CUS-3286,Basic,2023-05-24,EMEA,31,34.77,Active,No
CUS-1282,Basic,2023-02-06,,35,31.26,Active,No
CUS-3808,Pro,2025-07-16,APAC,5,94.03,Active,No
CUS-3336,Pro,2025-05-07,APAC,7,150.0,Active,No
CUS-3763,Basic,2025-04-19,APAC,8,35.66,Active,No
CUS-3946,Basic,2023-12-11,APAC,25,31.42,Active,No
CUS-2180,Basic,2025-09-16,EMEA,3,40.35,Churned,Yes
CUS-2603,Pro,2025-12-10,EMEA,0,117.17,Active,No
CUS-3117,Basic,2024-12-30,APAC,12,29.35,Active,No
CUS-1305,Enterprise,2025-03-07,,9,1219.56,Active,No
CUS-2845,Basic,2024-04-18,EMEA,20,34.63,Churned,Yes
CUS-2357,Basic,2025-11-20,Americas,1,26.6,Active,No
CUS-3437,Pro,2025-07-29,APAC,5,84.5,Active,No
CUS-1576,Basic,2024-04-30,EMEA,20,27.02,Active,No
CUS-2872,Basic,2023-11-22,APAC,25,35.42,Active,No
CUS-3846,Pro,2025-09-09,Americas,3,106.72,Active,No
CUS-3624,Enterprise,2025-01-09,APAC,11,592.52,Active,No
CUS-2418,Basic,2023-01-19,APAC,35,33.69,Active,No
CUS-2796,Basic,2023-08-01,APAC,29,50.0,Active,No
CUS-1844,Basic,2024-12-17,APAC,12,45.22,Active,No
CUS-3813,Pro,2025-02-01,EMEA,11,137.09,Active,No
CUS-1270,Basic,2023-06-10,EMEA,31,30.02,Active,No
CUS-1630,Pro,2023-09-21,EMEA,27,99.5,Active,No
CUS-2034,Enterprise,2024-10-23,Americas,14,1992.24,Active,No
CUS-1287,Basic,2025-01-15,EMEA,11,40.44,Active,No
CUS-3212,Basic,2023-11-02,EMEA,26,42.98,Active,No
CUS-1301,Pro,2025-11-23,APAC,1,99.16,Active,No
CUS-2511,Basic,2024-12-27,EMEA,12,41.79,Active,No
CUS-2812,Basic,2025-02-23,EMEA,10,29.82,Active,No
CUS-1066,Pro,2024-06-04,Americas,19,134.48,Active,No
CUS-3398,Basic,2024-02-20,Americas,22,41.08,Active,No
CUS-1891,Basic,2023-06-01,EMEA,31,36.03,Active,No
CUS-2768,Basic,2024-11-25,Americas,13,39.8,Active,No
CUS-2732,Basic,2025-10-11,Americas,2,25.67,Churned,Yes
CUS-2377,Pro,2025-03-11,,9,116.45,Active,No
CUS-1231,Basic,2024-06-03,EMEA,0,47.96,Churned,No
CUS-1504,Basic,2025-01-07,APAC,11,40.87,Active,No
CUS-3460,Basic,2023-03-31,APAC,33,27.22,Active,No
CUS-2351,Pro,2023-08-02,APAC,29,88.29,Active,No
CUS-2445,Basic,2023-05-13,Americas,32,50.0,Active,No
CUS-3552,Basic,2023-03-24,APAC,33,44.29,Active,No
CUS-2005,Pro,2024-10-09,EMEA,14,118.72,Active,No
CUS-1837,Pro,2025-02-04,Americas,11,80.0,Active,No
CUS-2589,Basic,2025-01-05,EMEA,12,31.03,Active,No
CUS-1375,Basic,2024-09-04,EMEA,16,23.27,Active,No
CUS-2353,Basic,2025-02-10,APAC,10,42.12,Active,No
CUS-3111,Basic,2023-08-03,Americas,29,32.04,Active,No
CUS-2787,Basic,2024-02-22,Americas,22,38.78,Active,No
CUS-2804,Pro,2024-07-17,EMEA,17,126.47,Active,No
CUS-3072,Basic,2024-02-18,EMEA,22,37.55,Active,No
CUS-1752,Basic,2024-09-07,APAC,16,27.65,Active,No
CUS-1100,Enterprise,2023-08-16,EMEA,28,300.0,Active,No
CUS-2724,Pro,2024-12-29,,12,137.07,Active,No
CUS-1867,Enterprise,2024-11-18,APAC,13,470.22,Active,No
CUS-1911,Pro,2024-09-30,EMEA,15,118.52,Active,No
CUS-3010,Pro,2024-05-28,APAC,19,105.11,Active,No
CUS-1530,Basic,2024-08-15,EMEA,16,31.29,Active,No
CUS-1637,Pro,2025-07-28,EMEA,5,150.0,Active,No
CUS-1186,Pro,2023-04-19,Americas,32,80.0,Active,No
CUS-2188,Enterprise,2023-06-25,,30,350.83,Active,No
CUS-2972,Enterprise,2023-03-20,APAC,33,418.92,Active,No
CUS-1932,Basic,2024-12-27,APAC,12,28.19,Active,No
CUS-2382,Basic,2024-02-13,Americas,22,42.77,Active,No
CUS-3296,Basic,2024-11-23,EMEA,13,40.6,Active,No
CUS-3383,Basic,2025-05-15,EMEA,7,31.16,Active,No
CUS-3402,Pro,2023-09-12,APAC,28,90.9,Active,No
CUS-3000,Basic,2025-01-24,APAC,11,30.01,Active,No
CUS-1608,Basic,2023-11-05,Americas,26,50.0,Active,No
CUS-3897,Enterprise,2023-05-19,APAC,31,707.29,Active,No
CUS-1152,Enterprise,2024-12-17,APAC,12,1233.08,Active,No
CUS-2284,Pro,2023-06-25,APAC,30,150.0,Active,No
CUS-3263,Basic,2023-07-14,,30,42.78,Active,No
CUS-1732,Basic,2025-10-12,APAC,2,37.87,Active,No
CUS-2338,Pro,2023-01-06,EMEA,36,139.41,Active,No
CUS-2599,Pro,2024-02-27,EMEA,22,112.21,Active,No
CUS-3841,Pro,2024-04-05,Americas,21,87.07,Churned,Yes
CUS-1024,Enterprise,2024-11-22,APAC,13,579.98,Active,No
CUS-3858,Basic,2024-09-18,EMEA,15,40.87,Active,No
CUS-1159,Pro,2025-10-04,APAC,2,80.0,Active,No
CUS-1862,Pro,2023-02-12,Americas,35,100.25,Active,No
CUS-1903,Basic,2025-03-02,EMEA,10,45.44,Active,No
CUS-3656,Enterprise,2023-09-13,APAC,28,1028.28,Active,No
CUS-3938,Basic,2024-04-24,Americas,20,28.83,Active,No
CUS-1445,Basic,2025-09-09,,3,26.76,Active,No
CUS-3939,Basic,2025-02-08,Americas,10,24.82,Active,No
CUS-1755,Pro,2024-07-21,EMEA,17,138.93,Active,No
CUS-1924,Basic,2025-10-23,Americas,2,32.03,Active,No
CUS-3971,Basic,2024-04-02,APAC,21,46.41,Active,No
CUS-3103,Pro,2023-01-11,EMEA,36,103.84,Active,No
CUS-1312,Basic,2025-11-03,EMEA,1,25.23,Churned,No
CUS-1549,Pro,2023-05-03,EMEA,32,84.8,Active,No
CUS-2946,Enterprise,2025-06-08,APAC,6,1882.83,Active,No
CUS-2457,Basic,2023-07-05,EMEA,30,35.7,Active,No
CUS-1307,Basic,2023-03-29,Americas,33,43.97,Active,No
CUS-1288,Basic,2024-05-20,Americas,19,32.95,Active,No
CUS-1695,Enterprise,2025-04-13,Americas,8,1996.86,Active,No
CUS-1309,Basic,2024-12-27,Americas,12,29.93,Active,No
CUS-3321,Basic,2023-04-30,Americas,32,32.43,Active,No
CUS-1750,Pro,2023-09-09,APAC,28,101.14,Active,No
CUS-3816,Pro,2025-06-18,Americas,6,98.03,Active,No
CUS-2240,Basic,2025-02-08,EMEA,10,34.39,Active,No
CUS-1909,Basic,2024-10-09,Americas,14,32.69,Churned,Yes
CUS-2881,Basic,2023-07-09,EMEA,30,41.22,Active,No
CUS-3381,Pro,2023-10-11,,27,106.63,Active,No
CUS-2407,Enterprise,2025-10-02,EMEA,3,2000.0,Active,No
CUS-3495,Enterprise,2025-08-01,APAC,5,1030.72,Active,No
CUS-1971,Basic,2025-11-23,EMEA,1,33.05,Active,No
CUS-1014,Pro,2025-03-21,EMEA,9,100.38,Churned,Yes
CUS-1874,Basic,2023-05-16,EMEA,32,22.0,Active,No
CUS-1809,Basic,2025-11-05,APAC,1,39.23,Active,No
CUS-3579,Basic,2025-08-27,EMEA,4,34.48,Active,No
CUS-1515,Basic,2025-10-26,APAC,2,42.44,Active,No
CUS-3414,Basic,2023-09-17,APAC,27,27.92,Active,No
CUS-1410,Enterprise,2023-04-05,APAC,33,453.37,Active,0
CUS-3834,Pro,2025-02-06,APAC,10,125.76,Active,No
CUS-3260,Basic,2023-09-10,APAC,28,32.9,Active,No
CUS-3824,Enterprise,2023-08-23,EMEA,28,2000.0,Active,No
CUS-2226,Enterprise,2025-09-16,Americas,3,858.08,Active,No
CUS-2656,Basic,2025-09-26,Americas,3,20.0,Active,No
CUS-2611,Basic,2025-08-09,Americas,4,32.25,Active,No
CUS-1383,Pro,2025-10-07,APAC,2,150.0,Active,No
CUS-3107,Pro,2023-07-31,EMEA,29,129.12,Active,No
CUS-3188,Pro,2024-10-24,Americas,14,83.57,Active,No
CUS-2622,Basic,2025-11-06,Americas,1,31.99,Active,No
CUS-3832,Basic,2024-01-26,Americas,23,22.3,Churned,Yes
CUS-1553,Basic,2024-03-21,Americas,21,36.55,Active,No
CUS-1223,Pro,2025-05-16,APAC,7,138.56,Active,No
CUS-2097,Basic,2024-12-02,EMEA,13,47.36,Active,0
CUS-3755,Enterprise,2023-04-29,,32,1805.53,Active,No
CUS-1009,Basic,2023-04-16,EMEA,33,32.46,Active,No
CUS-2477,Basic,2024-10-07,APAC,15,34.21,Active,0
CUS-1317,Basic,2025-04-09,EMEA,8,36.42,Active,No
CUS-1428,Pro,2025-09-18,EMEA,3,99.46,Active,No
